wrist-x,wrist-y,wrist-z,thumb-x-dip,thumb-y-dip,thumb-z-dip,middle-x-dip,middle-y-dip,middle-z-dip,index-x-dip,index-y-dip,index-z-dip,ring-x-dip,ring-y-dip,ring-z-dip,thumb-x-mcp,thumb-y-mcp,thumb-z-mcp,middle-x-mcp,middle-y-mcp,middle-z-mcp,index-x-mcp,index-y-mcp,index-z-mcp,ring-x-mcp,ring-y-mcp,ring-z-mcp,thumb-x-pip,thumb-y-pip,thumb-z-pip,middle-x-pip,middle-y-pip,middle-z-pip,index-x-pip,index-y-pip,index-z-pip,ring-x-pip,ring-y-pip,ring-z-pip,thumb-x-carp,thumb-y-carp,thumb-z-carp,middle-x-carp,middle-y-carp,middle-z-carp,index-x-carp,index-y-carp,index-z-carp,ring-x-carp,ring-y-carp,ring-z-carp,grabbing,
1073.982,724.8188,374.70959999999997,861.64428,843.2696000000001,328.11084,921.1386,737.9552,131.9256,1034.8968,710.8292000000001,24.286427999999997,1171.7903999999999,739.874,61.877880000000005,995.0483999999999,757.2367999999999,571.536,990.6744,691.8392,289.33632,1067.6892,698.0527999999999,289.44936,1142.4252000000001,714.1916,311.43672,931.7247600000001,817.9886,420.9552,941.9934000000001,658.5392,151.41996,1048.0548,703.0892,122.38847999999999,1162.0524,726.5360000000001,157.176,995.0483999999999,757.2367999999999,571.536,1035.4116,691.1804,542.2679999999999,1077.3336,691.922,532.7676,1118.6435999999999,702.6572,528.534,0,
1069.2767999999999,728.9480000000001,372.05999999999995,846.90912,831.0584,329.4144,901.16256,715.6244,139.62096,1006.0644,695.7128,28.12554,1145.46,717.9536,53.408159999999995,1000.9524,776.3286800000001,569.8223999999999,982.614,684.6716000000001,295.60463999999996,1059.1104,694.0784,290.17116,1134.192,715.3112,305.72136,924.06288,818.3770400000001,419.1768,926.625,639.002,164.15568,1027.452,690.3992000000001,124.9308,1142.868,713.3492,149.98176,1000.9524,776.3286800000001,569.8223999999999,1042.5647999999999,709.5656000000001,544.1256,1083.7523999999999,711.1604,531.9072,1124.1732000000002,723.1700000000001,524.0519999999999,0,
1045.7688,727.4431999999999,370.35360000000003,815.81664,809.74028,320.62319999999994,877.7881199999999,685.8992000000001,140.84856,983.8091999999999,662.942,31.20858,1118.6327999999999,690.7952,53.61335999999999,975.4032,790.30208,563.0184,961.2768000000001,671.9168,298.97747999999996,1037.226,684.4088,292.24944,1111.2096000000001,710.606,305.28,894.1728,811.0589600000001,410.23080000000004,906.80448,613.118,172.19196,1005.7764,665.6995999999999,127.99044,1117.848,694.5716,150.25464,975.4032,790.30208,563.0184,1020.162,723.4436000000001,543.6288,1061.2128,725.8268,531.0864,1101.0036,738.9452,521.8956,0,
989.1084000000001,723.3896,386.262,752.74572,767.68004,321.87276,830.33976,625.8908,119.57795999999999,943.8196800000001,616.6028000000001,57.315599999999996,1062.8616,654.464,77.44788,909.0534,807.33188,566.7264,912.39492,648.4556,324.4896,986.6351999999999,668.0468000000001,315.86436,1057.0908,703.9496,324.60803999999996,819.20892,785.95652,418.92479999999995,867.3286800000001,598.6532000000001,190.36872,963.462,628.7888,153.86975999999999,1065.3672000000001,666.6788,173.35907999999998,909.0534,807.33188,566.7264,961.1543999999999,743.6216000000001,558.0323999999999,1001.9064000000001,748.532,545.2632,1040.1816,764.3684000000001,534.1176,0,
966.8892,711.7940000000001,384.33239999999995,731.9503199999999,747.7292,320.3658,808.91508,602.66,115.6842,918.5116800000001,601.706,58.02156,1035.498,635.5532000000001,76.53563999999999,887.80944,799.6088,563.3783999999999,890.8622399999999,633.3932,326.11103999999995,964.5275999999999,654.2516,315.71424,1034.3244,691.8679999999999,322.23564,795.3149999999999,768.8662400000001,418.8996,844.8812399999999,588.2636,190.65456,939.77544,613.8416,154.23768,1040.1599999999999,650.1908000000001,172.02599999999998,887.80944,799.6088,563.3783999999999,941.11824,736.7564,555.822,981.5591999999999,742.1204,542.2607999999999,1019.3124,758.396,530.0315999999999,0,
916.51044,681.6080000000001,371.0124,686.8182,699.1004,307.90331999999995,760.91952,563.2507999999999,102.07728,866.12196,570.5696,46.50336,980.3136,602.2099999999999,63.53963999999999,836.9371199999999,769.97828,549.5652,842.88936,598.7612,315.93672,915.39552,622.4924000000001,303.71184,983.6220000000001,663.176,308.10779999999994,744.91788,725.5856,408.3696,795.4575600000001,560.036,179.00676,888.9222,582.5936,142.38144000000003,986.9988000000001,618.8636,158.57855999999998,836.9371199999999,769.97828,549.5652,892.749,709.2956,542.3724,932.67588,716.0636,527.9436000000001,969.4739999999999,733.6496,514.6596000000001,0,
606.44388,509.9852000000001,122.63255999999998,393.29328,541.748,91.69128,417.88776,435.70280000000014,-143.91647999999998,512.15448,432.9452,-206.5734,615.295056,457.10480000000007,-198.98424,569.867628,577.4564,322.96176,512.88168,448.52239999999995,69.86052,585.663528,463.6784,48.81672,659.5212,493.2020000000001,47.12328,461.86716,553.6388000000001,188.26775999999998,452.86752,437.0852000000001,-67.13244,540.39288,442.3628000000001,-111.85848,633.72468,468.4484,-104.71824,569.867628,577.4564,322.96176,613.279452,511.6844000000001,297.693,651.1818,515.1691999999999,277.70616,687.97488,529.454,260.91288000000003,0,
598.2805884,507.4616000000001,109.74203999999999,386.23800000000006,541.3088,79.06931999999999,410.1204,434.80999999999995,-157.72356000000002,503.82048000000003,430.87160000000006,-219.91896,607.051128,454.06640000000004,-212.11236,562.996488,573.8168000000001,310.67496,503.778,447.73760000000004,56.64924,576.727932,462.044,35.593956,650.98776,490.5488,34.002576,454.88604,551.9432,175.7394,444.55188,436.42280000000005,-80.69616,531.76512,440.552,-125.14355999999998,625.211148,465.7628000000001,-117.837,562.996488,573.8168000000001,310.67496,605.441748,507.65239999999994,284.79744,643.35432,510.7664,264.76992,680.31408,524.6732000000001,248.02416,0,
580.52226,499.71080000000006,85.23396,371.34767999999997,540.4628000000001,51.738119999999995,396.80508000000003,432.7904,-187.19783999999999,490.51776,425.6948000000001,-247.04495999999995,594.5160288,447.16160000000013,-237.23891999999998,544.77012,563.1572000000001,287.02151999999995,484.74804,444.42920000000004,29.66328,558.43824,456.59360000000004,9.877356,633.65988,482.5028000000001,9.862271999999999,438.63707999999997,547.256,149.70095999999998,429.08484,434.0648,-109.23804,516.49212,435.4076,-151.71444,610.62906,458.63839999999993,-142.5654,544.77012,563.1572000000001,287.02151999999995,585.243876,496.0856000000001,260.33472,623.517528,498.2744,240.87959999999998,661.16892,511.21280000000013,224.91755999999998,0,
571.816596,496.0244,73.45224,364.51848,539.4871999999999,37.53684,391.68084,432.77959999999996,-202.50611999999998,485.64264000000003,423.97040000000004,-260.6616,590.000016,444.93680000000006,-249.31943999999996,534.75384,557.7176000000001,275.54688000000004,475.65840000000003,443.4248000000001,15.976332,549.83352,454.3004000000001,-2.7144288000000003,625.565424,478.6436,-1.4457419999999999,430.67208000000005,544.6712,136.36764,422.4792,433.75519999999995,-123.94511999999999,510.20004,433.47079999999994,-164.93436,604.645644,455.8772,-154.34423999999999,534.75384,557.7176000000001,275.54688000000004,574.185108,490.1528000000002,248.53967999999998,612.745464,491.7872,229.60296,650.85888,504.13880000000006,214.28568,0,
563.237616,491.4452,52.76412,357.53448000000003,537.0032,16.669296,385.02588000000003,430.0795999999999,-225.37944000000002,479.13708,419.1644,-282.519,583.505364,441.4988000000001,-270.56376,526.78524,550.6004,255.72672,466.17816000000005,441.8768,-5.879412,540.6366,451.4599999999999,-24.149231999999998,616.868508,474.1436,-22.235723999999998,423.6204,540.6032,115.61579999999998,414.74136,431.65999999999997,-146.412,502.60224,429.554,-186.61032,597.19323972,452.1655999999999,-175.41503999999998,526.78524,550.6004,255.72672,564.8529,482.654,227.73815999999997,603.507036,483.76999999999987,208.95551999999998,641.9316,495.54560000000004,193.96656,0,
561.711324,490.98080000000004,46.92384,356.4822,536.3444000000001,10.941588000000001,384.11220000000003,427.35800000000006,-231.34536,477.91452,417.50840000000005,-288.34631999999993,582.445596,439.6088,-276.3972,525.70884,549.938,250.02504000000002,464.40588,441.85519999999997,-11.686103999999998,538.87692,451.20439999999996,-30.027779999999996,615.192024,473.61080000000004,-28.167012,422.64984000000004,540.0164000000001,109.83096,413.50296000000003,430.02200000000005,-152.28575999999998,501.17304,428.42719999999997,-192.44663999999997,595.8654636,450.8516000000001,-181.27656,525.70884,549.938,250.02504000000002,563.499624,481.90160000000003,221.88132,602.135544,482.90960000000007,203.05512000000002,640.58448,494.56999999999994,188.04023999999998,0,
551.946,485.64560000000006,27.294696,346.88712,527.2148,-10.971935999999998,380.48375999999996,422.3323999999999,-255.3318,475.63572,414.4304000000001,-310.5108,580.745496,434.66960000000006,-296.03484,512.61636,541.9028000000001,230.54399999999998,455.34900000000005,438.25879999999995,-33.861312,530.2308,447.2155999999999,-50.65919999999999,606.686268,468.91639999999995,-47.0304,412.40568,531.8948000000001,88.30619999999999,407.919,425.5111999999999,-175.59107999999998,496.57188,424.88480000000004,-214.0254,591.48552,446.12839999999994,-200.59992000000003,512.61636,541.9028000000001,230.54399999999998,550.34832,473.9599999999999,202.09932,589.34046,474.9032000000001,184.01904,628.164912,486.4484,169.90524000000002,0,
550.82892,483.7844000000001,20.868228,345.93276000000003,525.1052,-17.186832,380.03664000000003,419.1536000000001,-262.11024000000003,475.65048,412.04359999999997,-317.26152,580.506852,433.04600000000005,-302.64119999999997,511.60296,538.9868,224.42688,454.1664,436.83680000000004,-40.52376,529.05504,445.8008,-57.28824,605.535708,467.3936,-53.55756,411.58596,529.5656,82.01231999999999,407.20908,422.99840000000006,-182.30903999999998,496.16148,422.8220000000001,-220.72068,590.896776,444.5444000000001,-207.17244,511.60296,538.9868,224.42688,549.25212,471.15200000000004,195.60744,588.241776,472.1528000000002,177.52463999999998,627.076488,483.7268,163.46555999999998,0,
