wrist-x,wrist-y,wrist-z,thumb-x-dip,thumb-y-dip,thumb-z-dip,middle-x-dip,middle-y-dip,middle-z-dip,index-x-dip,index-y-dip,index-z-dip,ring-x-dip,ring-y-dip,ring-z-dip,thumb-x-mcp,thumb-y-mcp,thumb-z-mcp,middle-x-mcp,middle-y-mcp,middle-z-mcp,index-x-mcp,index-y-mcp,index-z-mcp,ring-x-mcp,ring-y-mcp,ring-z-mcp,thumb-x-pip,thumb-y-pip,thumb-z-pip,middle-x-pip,middle-y-pip,middle-z-pip,index-x-pip,index-y-pip,index-z-pip,ring-x-pip,ring-y-pip,ring-z-pip,thumb-x-carp,thumb-y-carp,thumb-z-carp,middle-x-carp,middle-y-carp,middle-z-carp,index-x-carp,index-y-carp,index-z-carp,ring-x-carp,ring-y-carp,ring-z-carp,grabbing,
1380.5056,532.7176000000001,177.53328,1185.8752,573.9592,87.16463999999999,1252.3096,607.0396000000001,102.56652,1276.1848,639.7132,119.53115999999999,1325.4544,661.1368000000001,129.64572,1284.508,598.5724,342.23292,1324.1584,451.08759999999995,116.70372000000002,1390.2651999999998,480.81640000000004,111.9258,1449.4816,525.1252,123.0966,1216.9648,576.0652,194.65596,1254.4479999999999,551.3187999999999,46.12716,1294.1704,586.9804,44.64324,1355.752,616.2412,56.60604,1284.508,598.5724,342.23292,1343.0908,547.6108,337.25232,1380.682,558.4900000000001,327.14748000000003,1414.1979999999999,579.1107999999999,318.3318,0,
1337.1868,483.7576,145.11383999999998,1145.98,518.0187999999999,40.10472,1214.3799999999999,555.3328,58.833,1234.9612,587.0236,66.58236,1284.0832,610.6143999999999,88.87824,1226.6848,548.8312000000001,300.78612,1287.4995999999999,400.828,80.36748000000001,1353.2644,431.67640000000006,80.90747999999999,1410.5836,477.0724,96.6654,1169.8624,522.6844000000001,149.34419999999997,1222.2388,499.24120000000005,3.2758452,1263.268,531.3316,-2.76903,1322.0308,565.1968,19.845647999999997,1226.6848,548.8312000000001,300.78612,1286.3368,498.87040000000013,301.05467999999996,1324.4499999999998,510.34719999999993,294.04116,1358.2287999999999,531.5007999999999,287.90603999999996,0,
1310.5,453.4204000000001,125.60003999999998,1118.4436,490.2664,21.630996,1188.5788,526.6876,36.90468,1209.8656,557.5792,41.257079999999995,1259.7364,580.4140000000001,60.32951999999999,1202.0248,521.7376,281.30652,1258.7428,371.3008,61.4466,1325.1808,400.66960000000006,61.607879999999994,1383.5584,444.8452,76.94099999999999,1143.28,495.36400000000003,130.63824000000002,1195.4404,469.4440000000001,-17.59698,1238.1688,499.4968,-26.105796,1299.0484000000001,531.7168,-5.639256,1202.0248,521.7376,281.30652,1260.5392000000002,470.4556,281.63088,1298.8755999999998,481.03960000000006,274.43124,1333.1008,501.4012,268.07436,0,
1295.9308,438.05920000000003,115.7724,1103.91472,475.7764000000001,11.952504,1173.9916,512.0464,25.455779999999997,1195.3792,542.3908,26.823204,1245.5632,565.5352,48.254400000000004,1187.236,504.86080000000004,271.98323999999997,1244.1484,356.78200000000004,50.57676,1310.6511999999998,385.9996,51.224759999999996,1369.0864000000001,429.8728,67.19148,1128.6110800000001,479.8660000000001,121.03416000000001,1181.2708,454.7848,-28.976616,1225.1296,483.5992000000001,-39.28824,1286.002,516.6687999999999,-16.901748,1187.236,504.86080000000004,271.98323999999997,1245.6388,453.44920000000013,271.86768,1284.0148,464.02959999999996,264.87756,1318.2975999999999,484.3839999999999,258.83064,0,
1247.0392000000002,381.90999999999997,70.33644,1049.6810799999998,433.75,-11.391048,1119.29932,463.31319999999994,-5.648508,1142.8624,493.41639999999995,-3.5574984,1196.362,512.7339999999999,9.896975999999999,1161.1576,451.9696,238.84488,1183.6,304.5640000000001,10.908108,1251.2332,330.15999999999997,4.021415999999999,1313.4628,370.57720000000006,13.430844,1085.60548,433.70679999999993,94.60332,1117.22788,406.27840000000003,-60.75900000000001,1161.0496,434.4484,-73.58976,1226.1628,462.76240000000007,-59.98212,1161.1576,451.9696,238.84488,1216.2268,397.50879999999995,231.39288,1254.052,406.1236,220.04675999999998,1288.4643999999998,424.70320000000004,210.20976,0,
1223.1784,358.88440000000014,44.86319999999999,1027.25056,405.81039999999996,-42.38172,1095.25528,435.9424,-36.6012,1118.8723599999998,467.23000000000013,-31.385663999999995,1171.6516,488.0236,-15.165504,1132.25752,430.4452,210.06288,1162.5868,279.15880000000004,-14.390892,1229.8419999999999,305.95720000000017,-20.314404,1291.0456,347.78200000000004,-10.357272,1060.47424,408.18640000000005,64.46376000000001,1095.75424,377.4856000000001,-90.23795999999999,1139.1248799999998,407.82640000000004,-100.476,1202.6944,438.2464,-84.64356,1132.25752,430.4452,210.06288,1188.5284,376.9599999999999,204.87707999999998,1226.4184,386.10760000000005,194.18508,1260.6688,405.17679999999996,184.73148,0,
1209.0016,349.27600000000007,36.32832,1015.3626399999999,391.4752,-58.12956,1082.47492,423.23080000000004,-49.9806,1105.17904,454.9936,-44.17884,1156.8916,477.01840000000004,-26.114364,1110.63124,419.476,197.802,1152.3411999999998,268.0132,-24.698339999999998,1219.168,296.25519999999995,-28.317312,1279.0504,339.448,-16.354979999999998,1044.6457599999999,395.0248,49.830479999999994,1086.18076,364.60480000000007,-103.30883999999999,1129.23244,395.7844000000001,-112.20912,1191.4912,427.66600000000005,-94.19975999999998,1110.63124,419.476,197.802,1168.2028,367.21479999999997,194.90112,1206.244,377.1471999999999,185.54003999999998,1240.3935999999999,396.92560000000003,177.23916,0,
1182.3796,327.75879999999995,19.228104000000002,992.12608,372.6544,-81.38591999999998,1060.17724,404.2984,-70.87679999999999,1083.05056,435.52840000000003,-64.32948,1134.44668,456.70360000000005,-44.947799999999994,1079.37604,398.398,177.59268,1126.70416,247.79560000000004,-44.36675999999999,1194.04,275.02239999999995,-45.39528,1254.1096,317.20000000000005,-30.99222,1017.80704,375.3220000000001,27.512099999999997,1064.8882,346.0072000000001,-124.49268,1108.77904,376.4452,-131.8572,1170.9352,407.00200000000007,-111.77928,1079.37604,398.398,177.59268,1136.2088800000001,345.2728000000001,176.36975999999999,1174.7116,354.67600000000004,168.444,1209.4336,373.9756,161.50967999999997,0,
1157.8348,307.94079999999997,3.5766359999999997,968.43844,358.0132,-97.01387999999999,1038.19636,388.5952,-86.77764,1061.68348,418.79200000000003,-81.04788,1113.8211999999999,438.5488,-63.37296,1056.29176,380.42320000000007,162.05076,1100.1142,230.08720000000017,-60.80579999999999,1168.2172,255.34839999999997,-61.38,1229.4279999999999,295.654,-46.4436,994.07656,359.53599999999994,11.91636,1041.49432,330.4552,-140.66136,1086.68152,359.2732000000001,-148.46328,1150.03,387.16960000000006,-129.0816,1056.29176,380.42320000000007,162.05076,1111.55968,325.6744,160.6626,1150.3504,334.00840000000005,152.95248,1185.6448,352.3396,146.29032,0,
1137.97792,292.6444,-9.859608,948.65104,344.85519999999997,-110.2608,1019.5444,373.4427999999999,-104.50224,1044.1054,403.1608,-99.85932000000001,1097.44408,422.1400000000001,-82.35719999999999,1040.0226400000001,373.2988,146.91456,1077.35248,214.60359999999991,-71.28144,1146.1996,237.69760000000008,-73.1574,1208.7496,276.5308000000001,-59.96771999999999,975.2644,349.0816,-1.6364772,1021.08664,312.70720000000017,-155.5254,1067.743,340.2256,-164.61396,1131.94468,367.12480000000005,-146.00664,1040.0226400000001,373.2988,146.91456,1093.5560799999998,316.8364,146.89908,1132.5213999999999,323.7052,138.64679999999998,1168.3144,340.70079999999996,131.1444,0,
