1.230000000000000000e+02,1.130000000000000000e+02
1.210000000000000000e+02,1.100000000000000000e+02
1.200000000000000000e+02,1.070000000000000000e+02
1.200000000000000000e+02,1.040000000000000000e+02
1.200000000000000000e+02,9.900000000000000000e+01
1.200000000000000000e+02,9.400000000000000000e+01
1.200000000000000000e+02,8.800000000000000000e+01
1.200000000000000000e+02,8.200000000000000000e+01
1.200000000000000000e+02,7.600000000000000000e+01
1.200000000000000000e+02,7.000000000000000000e+01
1.200000000000000000e+02,6.500000000000000000e+01
1.190000000000000000e+02,5.900000000000000000e+01
1.190000000000000000e+02,5.500000000000000000e+01
1.190000000000000000e+02,5.100000000000000000e+01
1.180000000000000000e+02,4.700000000000000000e+01
1.180000000000000000e+02,4.300000000000000000e+01
1.180000000000000000e+02,3.900000000000000000e+01
1.180000000000000000e+02,3.500000000000000000e+01
1.190000000000000000e+02,3.200000000000000000e+01
1.220000000000000000e+02,3.500000000000000000e+01
1.230000000000000000e+02,3.800000000000000000e+01
1.240000000000000000e+02,4.400000000000000000e+01
1.240000000000000000e+02,4.700000000000000000e+01
1.250000000000000000e+02,5.100000000000000000e+01
1.250000000000000000e+02,5.500000000000000000e+01
1.250000000000000000e+02,5.900000000000000000e+01
1.260000000000000000e+02,6.300000000000000000e+01
1.260000000000000000e+02,6.800000000000000000e+01
1.260000000000000000e+02,7.300000000000000000e+01
1.260000000000000000e+02,7.800000000000000000e+01
1.270000000000000000e+02,8.300000000000000000e+01
1.270000000000000000e+02,8.800000000000000000e+01
1.270000000000000000e+02,9.400000000000000000e+01
1.270000000000000000e+02,1.000000000000000000e+02
1.280000000000000000e+02,1.060000000000000000e+02
1.280000000000000000e+02,1.120000000000000000e+02
1.280000000000000000e+02,1.170000000000000000e+02
1.280000000000000000e+02,1.230000000000000000e+02
1.280000000000000000e+02,1.290000000000000000e+02
1.280000000000000000e+02,1.350000000000000000e+02
1.280000000000000000e+02,1.410000000000000000e+02
1.280000000000000000e+02,1.460000000000000000e+02
1.280000000000000000e+02,1.510000000000000000e+02
1.270000000000000000e+02,1.570000000000000000e+02
1.270000000000000000e+02,1.620000000000000000e+02
1.270000000000000000e+02,1.660000000000000000e+02
1.270000000000000000e+02,1.710000000000000000e+02
1.270000000000000000e+02,1.750000000000000000e+02
1.270000000000000000e+02,1.790000000000000000e+02
1.270000000000000000e+02,1.820000000000000000e+02
1.270000000000000000e+02,1.890000000000000000e+02
1.270000000000000000e+02,1.940000000000000000e+02
1.260000000000000000e+02,1.980000000000000000e+02
1.260000000000000000e+02,2.030000000000000000e+02
1.260000000000000000e+02,2.070000000000000000e+02
1.260000000000000000e+02,2.100000000000000000e+02
1.270000000000000000e+02,2.140000000000000000e+02
1.270000000000000000e+02,2.180000000000000000e+02
